,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145
1000.87,0.0924528,0.0927472,0.0934144,0.093682,0.0942323,0.0945395,0.0951211,0.0958168,0.0961899,0.096272,0.0968496,0.0971335,0.0979183,0.0981157,0.0987811,0.099623,0.0998011,0.100674,0.101212,0.101273,0.101885,0.102493,0.102774,0.103461,0.104313,0.104509,0.105049,0.10516,0.105791,0.106453,0.106873,0.107507,0.107514,0.10836,0.108755,0.109381,0.109742,0.110332,0.110906,0.111107,0.111711,0.112369,0.112807,0.113293,0.113751,0.114852,0.115046,0.115826,0.115646,0.116507,0.117804,0.117694,0.117995,0.118927,0.11989,0.120139,0.120696,0.121214,0.122265,0.122906,0.123168,0.123802,0.124237,0.124823,0.125599,0.126144,0.126793,0.126898,0.127834,0.128389,0.129058,0.129422,0.130009,0.130822,0.130988,0.131533,0.13241,0.132174,0.133288,0.133632,0.133923,0.134125,0.135093,0.135734,0.136431,0.136399,0.137501,0.137325,0.138425,0.138797,0.139428,0.140051,0.140247,0.140907,0.141355,0.142069,0.142664,0.142934,0.143809,0.144509,0.145039,0.14551,0.146301,0.146698,0.147538,0.148319,0.148874,0.150103,0.150842,0.151403,0.152294,0.152813,0.154381,0.154808,0.156123,0.157045,0.157805,0.158988,0.15982,0.161187,0.161888
1001.84,0.0915703,0.0918032,0.0925554,0.0926577,0.0933103,0.0936717,0.0941467,0.0947992,0.0952184,0.09526,0.0959908,0.0962331,0.0968987,0.0970726,0.0979448,0.0987499,0.0988922,0.0996979,0.100318,0.100273,0.101023,0.101517,0.101874,0.102558,0.103307,0.103658,0.104161,0.10427,0.104751,0.105493,0.105975,0.106555,0.106447,0.10746,0.107712,0.108342,0.108794,0.109444,0.110014,0.110159,0.11073,0.111366,0.1118,0.112375,0.112775,0.113839,0.11418,0.114913,0.11469,0.115668,0.116797,0.116752,0.117015,0.117996,0.118831,0.119102,0.119759,0.120359,0.121397,0.122017,0.122185,0.12286,0.123342,0.123876,0.124757,0.125105,0.125796,0.126012,0.126934,0.127473,0.128093,0.128473,0.128996,0.12998,0.129889,0.130591,0.13133,0.131087,0.132231,0.132717,0.133001,0.133023,0.134073,0.134726,0.135532,0.135303,0.13648,0.136356,0.13748,0.137804,0.138461,0.139224,0.139196,0.139722,0.140278,0.140974,0.141586,0.141922,0.142708,0.14352,0.144053,0.144428,0.145252,0.145531,0.1464,0.147284,0.147883,0.148992,0.149753,0.150348,0.151199,0.151722,0.153324,0.153715,0.155027,0.155859,0.156689,0.157776,0.158704,0.159964,0.160739
1002.8,0.0907958,0.0910564,0.0918167,0.0919328,0.0925742,0.092942,0.093379,0.0940265,0.0943882,0.0944472,0.0952167,0.0955527,0.0960686,0.0962638,0.0972374,0.0980131,0.0981083,0.0988277,0.0994552,0.099458,0.100335,0.100582,0.101115,0.101763,0.102396,0.102872,0.103248,0.103447,0.10389,0.104647,0.105128,0.105619,0.105428,0.106567,0.106831,0.107361,0.107898,0.108523,0.109059,0.109259,0.109837,0.110403,0.110777,0.111408,0.111817,0.112784,0.113248,0.113914,0.113719,0.114759,0.115698,0.115721,0.116075,0.117006,0.117765,0.118009,0.11865,0.119377,0.120338,0.120959,0.121139,0.121702,0.122333,0.122786,0.12368,0.123969,0.124646,0.124882,0.125768,0.126241,0.126883,0.127238,0.127769,0.12883,0.128653,0.129455,0.130061,0.129776,0.130906,0.131479,0.131764,0.131726,0.1328,0.133402,0.134202,0.133923,0.135132,0.135057,0.136217,0.136454,0.13716,0.138017,0.137951,0.138273,0.138858,0.139533,0.140145,0.140533,0.141214,0.142086,0.14271,0.143168,0.143862,0.144071,0.145002,0.145833,0.146529,0.147501,0.148294,0.148903,0.149748,0.150373,0.151904,0.152391,0.153539,0.154412,0.1552,0.156231,0.157209,0.158449,0.159305
1003.77,0.0897974,0.0902014,0.0907789,0.0910727,0.0916326,0.0919484,0.0924306,0.0930717,0.0933689,0.0935263,0.0942736,0.0946613,0.0950978,0.0953842,0.0962196,0.0970271,0.0970833,0.0977679,0.0983236,0.098522,0.0993356,0.0994493,0.100132,0.100666,0.101351,0.101808,0.102153,0.102372,0.102877,0.103589,0.104023,0.104485,0.104324,0.105502,0.105862,0.106259,0.106812,0.107435,0.10791,0.108104,0.108744,0.109326,0.109641,0.110312,0.11067,0.111624,0.112107,0.112721,0.112622,0.113627,0.114481,0.114563,0.115026,0.115898,0.116621,0.116883,0.117373,0.118278,0.119061,0.11974,0.119989,0.120433,0.121166,0.121593,0.122433,0.122846,0.123476,0.123641,0.124472,0.124964,0.125622,0.125972,0.126624,0.127591,0.127487,0.128378,0.128874,0.128566,0.129624,0.130217,0.13048,0.130594,0.131661,0.132176,0.1328,0.132712,0.13396,0.133852,0.134968,0.135187,0.13593,0.136744,0.136874,0.13709,0.137617,0.138295,0.138917,0.139297,0.140028,0.140789,0.141467,0.142113,0.142711,0.142839,0.143833,0.144618,0.145328,0.146285,0.147003,0.147685,0.148628,0.149321,0.150722,0.15135,0.15233,0.153398,0.154001,0.155063,0.156059,0.157316,0.15824
1004.73,0.0887506,0.0892649,0.0897054,0.0900957,0.0906102,0.0908524,0.0914101,0.0919913,0.0923459,0.0925836,0.0933193,0.0936993,0.0940939,0.0945142,0.095148,0.0959964,0.0959838,0.0967649,0.0971858,0.0976041,0.0982198,0.0984203,0.0990823,0.0995551,0.100352,0.100765,0.101215,0.101367,0.101902,0.102572,0.102968,0.103497,0.103406,0.104538,0.104913,0.105329,0.105817,0.106474,0.106936,0.107053,0.107806,0.108403,0.108711,0.109373,0.109688,0.110671,0.111106,0.111674,0.11168,0.112631,0.113478,0.113602,0.114076,0.114854,0.115671,0.11593,0.116362,0.117442,0.117967,0.118715,0.119024,0.119412,0.120131,0.120619,0.121291,0.121945,0.122524,0.122624,0.123424,0.124038,0.124625,0.124986,0.125744,0.126556,0.126574,0.127511,0.12795,0.127644,0.128539,0.129228,0.12941,0.129699,0.130774,0.131265,0.131686,0.131846,0.133045,0.132878,0.133866,0.134179,0.134886,0.135588,0.135896,0.136197,0.136608,0.137319,0.137906,0.138309,0.139105,0.139712,0.140261,0.14111,0.141727,0.141735,0.142676,0.143591,0.144198,0.145168,0.14577,0.146556,0.147687,0.14829,0.14963,0.150296,0.15121,0.152376,0.152848,0.153979,0.155086,0.156266,0.157136
1005.7,0.0880844,0.0885441,0.0890817,0.0893886,0.0898474,0.0900883,0.0906516,0.0911971,0.0916456,0.0918219,0.0925218,0.0929146,0.0933075,0.0938155,0.0943335,0.0951894,0.0951214,0.0960337,0.096309,0.0968194,0.0972808,0.0976736,0.0981663,0.0986924,0.099473,0.0999603,0.10044,0.100563,0.101055,0.101756,0.102116,0.102697,0.102629,0.103608,0.103936,0.104537,0.10488,0.105511,0.106033,0.106177,0.107008,0.107516,0.107892,0.108455,0.108809,0.109754,0.110102,0.110642,0.110686,0.11166,0.11249,0.112622,0.113069,0.113759,0.114653,0.114831,0.115435,0.116493,0.116873,0.117674,0.11797,0.118353,0.118999,0.119578,0.120074,0.120876,0.121447,0.1215,0.122309,0.123034,0.123533,0.123848,0.124513,0.125304,0.12543,0.126281,0.126782,0.126511,0.127276,0.128046,0.128216,0.1285,0.129529,0.130102,0.130499,0.130744,0.13181,0.131614,0.132491,0.13296,0.133607,0.134182,0.134506,0.135032,0.13533,0.136111,0.136564,0.137039,0.137804,0.138388,0.138716,0.139705,0.140345,0.14033,0.141139,0.142238,0.142736,0.143688,0.144321,0.1451,0.146353,0.146878,0.148186,0.148867,0.149756,0.150754,0.151379,0.152581,0.153847,0.154868,0.15564
1006.66,0.08737,0.0876733,0.088358,0.0885812,0.0889767,0.0893492,0.0898246,0.0904053,0.0909008,0.0909024,0.0915465,0.0919465,0.0924703,0.0929575,0.0934231,0.0942498,0.094285,0.0952285,0.0954197,0.095874,0.0963016,0.0968573,0.09723,0.0977803,0.0985148,0.0990793,0.099486,0.099676,0.100108,0.100866,0.101263,0.101761,0.101746,0.102538,0.102864,0.103636,0.103835,0.104407,0.104993,0.105283,0.106088,0.106505,0.107009,0.107457,0.107885,0.108723,0.108994,0.109598,0.109632,0.110626,0.111508,0.111574,0.112047,0.112808,0.113572,0.113682,0.114527,0.115292,0.115872,0.116685,0.116854,0.117319,0.11791,0.11853,0.119028,0.119773,0.120417,0.120435,0.12127,0.122018,0.122477,0.122751,0.123194,0.12414,0.124257,0.124988,0.125617,0.125449,0.126268,0.126923,0.127217,0.127387,0.128356,0.128973,0.129469,0.129699,0.130646,0.130498,0.13137,0.131929,0.132591,0.133041,0.133334,0.134032,0.134316,0.135172,0.13548,0.136009,0.136674,0.137313,0.137568,0.138586,0.139191,0.139324,0.14007,0.141211,0.141697,0.142662,0.143394,0.144097,0.145295,0.145892,0.14708,0.147893,0.148671,0.149538,0.150418,0.151684,0.152998,0.153845,0.15465
1007.62,0.086553,0.0867386,0.087417,0.0876615,0.0880896,0.0886348,0.0890532,0.0896537,0.0901441,0.0900492,0.0906592,0.0910281,0.0917128,0.092126,0.0925771,0.0933541,0.0935958,0.0944494,0.094659,0.0950241,0.0955134,0.0961082,0.0965004,0.0969654,0.0977693,0.0981968,0.0986333,0.0989406,0.0993132,0.100023,0.100538,0.100933,0.100995,0.101693,0.102074,0.10285,0.103044,0.103589,0.104205,0.104559,0.105257,0.105698,0.106291,0.106661,0.107184,0.107914,0.108153,0.108885,0.108911,0.109808,0.110852,0.110812,0.111262,0.112209,0.112814,0.112904,0.113819,0.114277,0.115255,0.11598,0.116026,0.116575,0.117137,0.117718,0.118344,0.118928,0.119691,0.119686,0.12053,0.121211,0.121652,0.121975,0.122283,0.123388,0.123356,0.124044,0.124742,0.124708,0.125644,0.126083,0.126464,0.126606,0.127581,0.128101,0.128645,0.128843,0.129717,0.129685,0.130671,0.13118,0.131881,0.132256,0.13255,0.133233,0.133592,0.134466,0.134762,0.135286,0.135814,0.136446,0.136858,0.137745,0.138336,0.138644,0.139425,0.140441,0.141023,0.142011,0.142709,0.143456,0.144462,0.145173,0.146219,0.147125,0.147788,0.148828,0.149661,0.150981,0.152241,0.153002,0.15389
1008.59,0.0859334,0.0860709,0.0867284,0.087,0.0874859,0.0880862,0.0885614,0.08912,0.08952,0.0895185,0.0900958,0.0905103,0.0911194,0.0914927,0.0919798,0.0927222,0.0930429,0.0937572,0.094049,0.0943899,0.0949917,0.0954929,0.0959343,0.096291,0.0971916,0.0973361,0.0979263,0.0982794,0.0986546,0.0992126,0.0997816,0.100229,0.100236,0.100964,0.101458,0.102075,0.102412,0.102932,0.103581,0.103815,0.10443,0.104967,0.105497,0.105856,0.106428,0.107156,0.107393,0.108201,0.108199,0.108944,0.110141,0.110085,0.11037,0.111423,0.112048,0.112144,0.112939,0.113317,0.114496,0.115073,0.115173,0.115692,0.11625,0.116775,0.117457,0.117927,0.118807,0.118758,0.11957,0.120157,0.12063,0.120987,0.121303,0.122469,0.122345,0.122981,0.123703,0.123744,0.124713,0.125012,0.125336,0.125576,0.126577,0.126926,0.127491,0.127623,0.128527,0.128556,0.129683,0.130087,0.13076,0.131166,0.131456,0.13205,0.132405,0.133288,0.133721,0.134195,0.134675,0.13523,0.135841,0.136491,0.137145,0.137583,0.138384,0.139193,0.139929,0.140904,0.14152,0.142413,0.143236,0.144016,0.145064,0.145873,0.146565,0.147857,0.148397,0.149777,0.150964,0.151883,0.152739
