800,0.725
802,0.726
804,0.731
806,0.738
808,0.749
810,0.762
812,0.778
814,0.797
816,0.811
818,0.825
820,0.834
822,0.842
824,0.847
826,0.855
828,0.861
830,0.868
832,0.875
834,0.883
836,0.892
838,0.904
840,0.92
842,0.936
844,0.95
846,0.96
848,0.965
850,0.962
852,0.952
854,0.928
856,0.893
858,0.848
860,0.796
862,0.741
864,0.686
866,0.638
868,0.6
870,0.572
872,0.553
874,0.542
876,0.536
878,0.533
880,0.533
882,0.534
884,0.534
886,0.534
888,0.533
890,0.53
892,0.527
894,0.524
896,0.522
898,0.521
900,0.522
902,0.524
904,0.528
906,0.532
908,0.536
910,0.539
912,0.54
914,0.537
916,0.533
918,0.526
920,0.519
922,0.511
924,0.504
926,0.496
928,0.489
930,0.482
932,0.476
934,0.47
936,0.465
938,0.46
940,0.455
942,0.452
944,0.448
946,0.444
948,0.442
950,0.439
952,0.436
954,0.433
956,0.43
958,0.428
960,0.427
962,0.426
964,0.425
966,0.425
968,0.426
970,0.426
972,0.428
974,0.429
976,0.431
978,0.433
980,0.436
982,0.439
984,0.442
986,0.446
988,0.45
990,0.455
992,0.461
994,0.467
996,0.475
998,0.483
1000,0.491
1002,0.501
1004,0.511
1006,0.522
1008,0.534
1010,0.547
1012,0.561
1014,0.574
1016,0.588
1018,0.6
1020,0.611
1022,0.62
1024,0.627
1026,0.634
1028,0.641
1030,0.648
1032,0.655
1034,0.664
1036,0.673
1038,0.683
1040,0.694
1042,0.704
1044,0.714
1046,0.724
1048,0.734
1050,0.745
1052,0.759
1054,0.773
1056,0.791
1058,0.811
1060,0.832
1062,0.855
1064,0.877
1066,0.898
1068,0.917
1070,0.937
1072,0.956
1074,0.977
1076,0.999
1078,1.023
1080,1.048
1082,1.074
1084,1.099
1086,1.123
1088,1.146
1090,1.165
1092,1.18
1094,1.189
1096,1.19
1098,1.181
1100,1.161
1102,1.129
1104,1.089
1106,1.045
1108,1.002
1110,0.964
1112,0.932
1114,0.905
1116,0.884
1118,0.866
1120,0.853
1122,0.843
1124,0.836
1126,0.833
1128,0.836
1130,0.846
1132,0.868
1134,0.907
1136,0.966
1138,1.037
1140,1.089
1142,1.086
1144,1.019
1146,0.905
1148,0.775
1150,0.659
1152,0.569
1154,0.509
1156,0.471
1158,0.448
1160,0.434
1162,0.424
1164,0.417
1166,0.412
1168,0.409
1170,0.406
1172,0.404
1174,0.402
1176,0.401
1178,0.4
1180,0.4
1182,0.4
1184,0.4
1186,0.401
1188,0.402
1190,0.403
1192,0.405
1194,0.407
1196,0.41
1198,0.412
1200,0.415
1202,0.419
1204,0.422
1206,0.426
1208,0.431
1210,0.435
1212,0.44
1214,0.445
1216,0.451
1218,0.457
1220,0.465
1222,0.473
1224,0.484
1226,0.496
1228,0.511
1230,0.528
1232,0.546
1234,0.56
1236,0.568
1238,0.57
1240,0.566
1242,0.558
1244,0.55
1246,0.542
1248,0.535
1250,0.53
1252,0.526
1254,0.524
1256,0.522
1258,0.522
1260,0.522
1262,0.522
1264,0.523
1266,0.524
1268,0.526
1270,0.528
1272,0.53
1274,0.532
1276,0.535
1278,0.538
1280,0.542
1282,0.546
1284,0.552
1286,0.558
1288,0.565
1290,0.573
1292,0.581
1294,0.591
1296,0.6
1298,0.611
1300,0.622
1302,0.633
1304,0.645
1306,0.657
1308,0.669
1310,0.68
1312,0.692
1314,0.702
1316,0.712
1318,0.72
1320,0.727
1322,0.731
1324,0.734
1326,0.734
1328,0.732
1330,0.727
1332,0.72
1334,0.71
1336,0.697
1338,0.682
1340,0.666
1342,0.65
1344,0.633
1346,0.618
1348,0.605
1350,0.594
1352,0.586
1354,0.58
1356,0.577
1358,0.576
1360,0.577
1362,0.581
1364,0.587
1366,0.595
1368,0.603
1370,0.612
1372,0.62
1374,0.625
1376,0.626
1378,0.623
1380,0.615
1382,0.605
1384,0.596
1386,0.59
1388,0.59
1390,0.596
1392,0.607
1394,0.621
1396,0.638
1398,0.657
1400,0.677
1402,0.697
1404,0.716
1406,0.735
1408,0.753
1410,0.771
1412,0.79
1414,0.807
1416,0.824
1418,0.839
1420,0.852
1422,0.862
1424,0.869
1426,0.872
1428,0.874
1430,0.873
1432,0.872
1434,0.87
1436,0.865
1438,0.86
1440,0.853
1442,0.844
1444,0.833
1446,0.82
1448,0.804
