1000.8743,0.0086227
1001.8386,0.00858162
1002.8028,0.00859271
1003.767,0.00860097
1004.7313,0.00858012
1005.6955,0.00873538
1006.6597,0.00897441
1007.624,0.00913818
1008.5882,0.0093291
1009.5524,0.00943233
1010.5167,0.00930335
1011.4809,0.00926601
1012.4451,0.0094972
1013.4094,0.00972632
1014.3736,0.00986624
1015.3378,0.00998024
1016.3021,0.0100253
1017.2663,0.0101201
1018.2305,0.0102904
1019.1948,0.0102771
1020.159,0.0101846
1021.1232,0.0103173
1022.0875,0.0104525
1023.0517,0.0103914
1024.016,0.0104209
1024.9802,0.0106311
1025.9445,0.0109015
1026.9087,0.0112563
1027.8729,0.0114483
1028.8372,0.0112496
1029.8014,0.0110846
1030.7656,0.0112115
1031.7299,0.0112838
1032.6941,0.0112857
1033.6583,0.0114575
1034.6226,0.0116459
1035.5868,0.0118069
1036.551,0.012079
1037.5153,0.0122189
1038.4795,0.012138
1039.4437,0.0121875
1040.408,0.0123557
1041.3722,0.0124371
1042.3364,0.01261
1043.3007,0.0128612
1044.2649,0.0129288
1045.2291,0.0129672
1046.1934,0.0131047
1047.1576,0.0131063
1048.1218,0.0130605
1049.0861,0.0131827
1050.0503,0.0132527
1051.0145,0.0131928
1051.9788,0.0132068
1052.943,0.0131945
1053.9072,0.0131074
1054.8715,0.013222
1055.8357,0.0135048
1056.7999,0.0137052
1057.7642,0.0138236
1058.7284,0.0137805
1059.6926,0.0135153
1060.6569,0.013393
1061.6211,0.0135233
1062.5853,0.0135032
1063.5496,0.013399
1064.5138,0.0136285
1065.478,0.0139578
1066.4423,0.0139248
1067.4065,0.013603
1068.3707,0.0132404
1069.335,0.0130391
1070.2992,0.0131751
1071.2634,0.0134147
1072.2277,0.0134476
1073.1919,0.0134945
1074.1561,0.0136505
1075.1204,0.0135434
1076.0846,0.013261
1077.0488,0.0132308
1078.0131,0.0132663
1078.9773,0.0130927
1079.9415,0.0130277
1080.9058,0.0132324
1081.87,0.013375
1082.8342,0.0132648
1083.7985,0.0129854
1084.7627,0.0127422
1085.7269,0.0127487
1086.6912,0.0128524
1087.6554,0.0127715
1088.6196,0.0126592
1089.5839,0.0126275
1090.5481,0.0124367
1091.5123,0.0121959
1092.4766,0.0121955
1093.4408,0.012214
1094.405,0.0121009
1095.3693,0.0121518
1096.3335,0.0123361
1097.2977,0.0123693
1098.262,0.0123554
1099.2262,0.0123643
1100.1904,0.0122257
1101.1547,0.0121178
1102.1189,0.0122445
1103.0831,0.0122998
1104.0474,0.0121521
1105.0116,0.0120993
1105.9758,0.0121475
1106.9401,0.01214
1107.9043,0.0121805
1108.8685,0.012222
1109.8328,0.0121363
1110.797,0.0121061
1111.7612,0.0121376
1112.7255,0.01203
1113.6897,0.0119871
1114.6539,0.0121401
1115.6182,0.0121776
1116.5824,0.0121345
1117.5466,0.0122393
1118.5109,0.0122172
1119.4751,0.0120019
1120.4393,0.0120117
1121.4036,0.01215
1122.3678,0.0120542
1123.332,0.0119679
1124.2963,0.012102
1125.2605,0.0121911
1126.2247,0.0121877
1127.189,0.0121992
1128.1532,0.0121033
1129.1174,0.012012
1130.0817,0.0121745
1131.0459,0.0123525
1132.0101,0.012329
1132.9744,0.012411
1133.9386,0.0127101
1134.9028,0.0129178
1135.8671,0.0129581
1136.8313,0.0129203
1137.7955,0.012756
1138.7598,0.0126143
1139.724,0.0126972
1140.6882,0.012779
1141.6525,0.0126777
1142.6167,0.0126247
1143.5809,0.0126707
1144.5452,0.0126384
1145.5094,0.0125946
1146.4736,0.0125776
1147.4379,0.0124802
1148.4021,0.012433
1149.3663,0.0124849
1150.3306,0.0123979
1151.2948,0.0122628
1152.259,0.0123308
1153.2233,0.0124055
1154.1875,0.0123536
1155.1517,0.0123984
1156.116,0.0124678
1157.0802,0.0123652
1158.0444,0.0123304
1159.0087,0.0124917
1159.9729,0.0125811
1160.9371,0.0126005
1161.9014,0.0127227
1162.8656,0.0127879
1163.8298,0.0127622
1164.7941,0.0128737
1165.7583,0.0129872
1166.7225,0.0128908
1167.6868,0.0128228
1168.651,0.0129092
1169.6152,0.0129493
1170.5795,0.0129658
1171.5437,0.0131028
1172.5079,0.0133704
1173.4722,0.0137786
1174.4364,0.014062
1175.4006,0.0137987
1176.3649,0.0132772
1177.3291,0.0131133
1178.2933,0.0131671
1179.2576,0.0130717
1180.2218,0.0130302
1181.186,0.0131522
1182.1503,0.0131698
1183.1145,0.0131407
1184.0787,0.0133225
1185.043,0.0136417
1186.0072,0.0139426
1186.9714,0.0141037
1187.9357,0.0139165
1188.8999,0.0135207
1189.8641,0.0133788
1190.8284,0.0134809
1191.7926,0.0134717
1192.7568,0.013428
1193.7211,0.0135328
1194.6853,0.013576
1195.6495,0.013556
1196.6138,0.0137854
1197.578,0.0140815
1198.5422,0.0140549
1199.5065,0.0139083
1200.4707,0.0138902
1201.4349,0.0138351
1202.3992,0.0137733
1203.3634,0.0138673
1204.3276,0.0139383
1205.2919,0.0139159
1206.2561,0.0139997
1207.2203,0.0141116
1208.1846,0.0140779
1209.1488,0.0140924
1210.113,0.0143861
1211.0773,0.0148506
1212.0415,0.0151614
1213.0057,0.0150549
1213.97,0.014646
1214.9342,0.0143783
1215.8984,0.0144433
1216.8627,0.0146069
1217.8269,0.014722
1218.7911,0.014861
1219.7554,0.0149563
1220.7196,0.0148903
1221.6838,0.0147992
1222.6481,0.0149051
1223.6123,0.0152615
1224.5765,0.0156961
1225.5408,0.0158223
1226.505,0.0154397
1227.4692,0.0149424
1228.4335,0.0147926
1229.3977,0.0148521
1230.3619,0.0148343
1231.3262,0.0148653
1232.2904,0.0149926
1233.2546,0.0149548
1234.2189,0.0148125
1235.1831,0.0148575
1236.1473,0.0149841
1237.1116,0.0150232
1238.0758,0.015119
1239.04,0.0152411
1240.0043,0.0151889
1240.9685,0.0151525
1241.9327,0.0154424
1242.897,0.0158964
1243.8612,0.0160968
1244.8254,0.0158697
1245.7897,0.015412
1246.7539,0.0151319
1247.7181,0.0152254
1248.6824,0.0153947
1249.6466,0.0153544
1250.6108,0.0152902
1251.5751,0.015349
1252.5393,0.0153458
1253.5035,0.0152513
1254.4678,0.0152332
1255.432,0.0152809
1256.3962,0.0153
1257.3605,0.0154988
1258.3247,0.0163993
1259.2889,0.0178841
1260.2532,0.0185662
1261.2174,0.0175715
1262.1816,0.0161072
1263.1459,0.0155951
1264.1101,0.0159556
1265.0743,0.0164596
1266.0386,0.0167859
1267.0028,0.0170925
1267.967,0.0175525
1268.9313,0.0180838
1269.8955,0.0187736
1270.8597,0.0194831
1271.824,0.0191486
1272.7882,0.0174188
1273.7524,0.0157464
1274.7167,0.0151452
1275.6809,0.0150703
1276.6451,0.0150318
1277.6094,0.0151705
1278.5736,0.015547
1279.5378,0.0159833
1280.5021,0.0160851
1281.4663,0.0156553
1282.4305,0.0152662
1283.3948,0.0153298
1284.359,0.0153926
1285.3232,0.0157301
1286.2875,0.0173963
1287.2517,0.0194447
1288.2159,0.0196276
1289.1802,0.0182343
1290.1444,0.0171379
1291.1086,0.016543
1292.0729,0.015915
1293.0371,0.0154636
1294.0013,0.0154137
1294.9656,0.0158966
1295.9298,0.0167447
1296.894,0.0169274
1297.8583,0.016072
1298.8225,0.0153002
1299.7867,0.015234
1300.751,0.0152973
1301.7152,0.0151887
1302.6794,0.0151859
