,0,1.86,3.72,5.58,7.44,9.3,11.16,13.02,14.88,16.74,18.6,20.46,22.32,24.18,26.04,27.9,29.76,31.62,33.48,35.34,37.2,39.06,40.92,42.78,44.64,46.5,48.36,50.22,52.08,53.94,55.8,57.66,59.52,61.38,63.24,65.1,66.96,68.82,70.68,72.54,74.4,76.26,78.12,79.98,81.84,83.7,85.56,87.42,89.28,91.14,93,94.86,96.72,98.58,100.44,102.3,104.16,106.02,107.88,109.74,111.6,113.46,115.32,117.18,119.04,120.9,122.76,124.62,126.48,128.34,130.2,132.06,133.92,135.78,137.64,139.5,141.36,143.22,145.08,146.94,148.8,150.66,152.52,154.38,156.24,158.1,159.96,161.82,163.68,165.54,167.4,169.26,171.12,172.98,174.84,176.7,178.56,180.42,182.28,184.14,186,187.86,189.72,191.58,193.44,195.3,197.16,199.02,200.88,202.74,204.6,206.46,208.32,210.18,212.04,213.9,215.76,217.62,219.48,221.34,223.2,225.06,226.92,228.78,230.64,232.5,234.36,236.22,238.08,239.94,241.8,243.66,245.52,247.38,249.24,251.1,252.96,254.82,256.68,258.54,260.4,262.26,264.12,265.98,267.84,269.7,271.56,273.42,275.28,277.14,279,280.86,282.72,284.58,286.44,288.3,290.16,292.02,293.88,295.74,297.6
701.9734,-0.0014361,-0.00030976,0.00000537,0.00009484,-0.00037664,-0.00058525,0.0002073,0.0438441,0.06302224,0.07180634,0.07673402,0.08068967,0.08474253,0.08815306,0.09132297,0.0942543,0.09763268,0.09913069,0.1011358,0.1031871,0.1041668,0.1067484,0.1088107,0.108867,0.1113074,0.1136261,0.1151154,0.1152952,0.1179881,0.118811,0.1195209,0.1223633,0.1216329,0.122365,0.1250288,0.1260267,0.1287495,0.1289377,0.1296284,0.129439,0.1303446,0.133939,0.1332855,0.1346201,0.1342407,0.136834,0.1350545,0.1379296,0.1387413,0.1394038,0.1402273,0.1400688,0.1421277,0.1427648,0.1447487,0.1438452,0.144692,0.1460038,0.1465162,0.1489241,0.1489529,0.1479696,0.1493647,0.1496524,0.1494357,0.151013,0.1520447,0.1509357,0.1530538,0.1531128,0.1531321,0.1546442,0.1540935,0.1558022,0.1571034,0.1573847,0.1579302,0.157834,0.157727,0.1587486,0.1591289,0.1595379,0.1609678,0.1600181,0.1605199,0.1630648,0.1625877,0.1628512,0.1633942,0.1636128,0.1653931,0.1650679,0.1641164,0.1648565,0.1676246,0.168362,0.1668029,0.1695035,0.1674268,0.170586,0.1692338,0.1688929,0.1713593,0.1695978,0.1695638,0.1706427,0.1712067,0.1706352,0.171389,0.1729231,0.1736156,0.1736446,0.1742473,0.1743066,0.1739268,0.1734454,0.1759899,0.1742564,0.1769261,0.1752108,0.1759936,0.1774148,0.1771072,0.1770145,0.1778489,0.1786234,0.1789591,0.1786947,0.1785902,0.1789377,0.1810603,0.1799008,0.1802923,0.1807776,0.1810051,0.1817658,0.1819547,0.1812499,0.1825522,0.1817853,0.1841517,0.1822157,0.1831793,0.1841536,0.1847117,0.1835738,0.1850045,0.186516,0.184987,0.1853017,0.1862073,0.1858551,0.1861176,0.1865203,0.1876078,0.1870464,0.1869192,0.1896222,0.1878181,0.1889474,0.1875273
705.8304,-0.0012727,-0.0000926,0.00002883,0.00046475,-0.0001397,-0.00035254,0.00019408,0.04255975,0.06161931,0.07027595,0.07511522,0.07993344,0.08340735,0.08667503,0.08976018,0.09189758,0.09548552,0.09758929,0.09956577,0.1009705,0.1027935,0.1051351,0.1072543,0.1076704,0.1100495,0.111731,0.1130576,0.1139466,0.1162763,0.1174002,0.1176461,0.1204482,0.1197987,0.1210373,0.1231303,0.1239788,0.1270839,0.1274346,0.12779,0.1278041,0.1288728,0.131444,0.1308799,0.1323002,0.1320606,0.1354331,0.1334266,0.1366076,0.1370197,0.1371271,0.1376464,0.1384152,0.1403598,0.140867,0.1422356,0.1415095,0.1430681,0.1437123,0.144468,0.1460347,0.1466616,0.1460163,0.1474304,0.1475215,0.1472658,0.1484575,0.1498275,0.1487539,0.1504173,0.1503591,0.1510788,0.1521813,0.1518552,0.1531647,0.1538114,0.1550883,0.155373,0.1550571,0.15572,0.1561237,0.1568657,0.1576186,0.1589064,0.1583371,0.1580845,0.1603405,0.1604365,0.1609645,0.1613912,0.1611709,0.1624815,0.1627846,0.1619471,0.1628979,0.1653764,0.1651781,0.1642996,0.1668296,0.1649361,0.1683943,0.1668683,0.1660129,0.1690201,0.1669255,0.167423,0.1680904,0.1686937,0.1683655,0.1689783,0.1701113,0.1713869,0.1712371,0.1717363,0.1720646,0.1716858,0.1712695,0.1731723,0.1721161,0.174828,0.1727819,0.1739087,0.1744045,0.1746944,0.1750808,0.1757686,0.1769335,0.1771192,0.1756719,0.1759649,0.1767827,0.1788207,0.1778765,0.1783148,0.1786098,0.1784436,0.1791076,0.1798915,0.179275,0.1803928,0.1799593,0.1817249,0.1801207,0.1807352,0.1823541,0.1820414,0.1817592,0.1823477,0.1836675,0.183353,0.1833662,0.1836155,0.1839253,0.1840717,0.1842618,0.1852439,0.1845436,0.1846375,0.1865433,0.1860406,0.1867076,0.184863
709.6874,-0.00097454,-0.00048948,-0.00023916,0.0007436,-0.00042076,-0.00065572,0.00006571,0.04125535,0.05977226,0.06811946,0.07325479,0.07828654,0.08217963,0.08495543,0.0883639,0.09013931,0.09372458,0.0958763,0.09780186,0.09928159,0.1008171,0.1037949,0.1057682,0.1061975,0.1083682,0.1098797,0.1109026,0.1122385,0.113975,0.1156968,0.115979,0.1178484,0.118028,0.1195927,0.1212232,0.121671,0.1251296,0.1255625,0.1257948,0.1257754,0.1269915,0.1291962,0.1287477,0.129899,0.1304677,0.1337971,0.1315491,0.1352042,0.1348016,0.1358971,0.1359268,0.1369513,0.1377512,0.1385718,0.1398288,0.1395828,0.1415261,0.1411543,0.1416176,0.1437055,0.1440736,0.1437273,0.1451814,0.1451168,0.1452711,0.146374,0.1473284,0.146871,0.1479829,0.1483806,0.1483525,0.1493262,0.1495046,0.1512952,0.1507935,0.1527916,0.1527647,0.1523368,0.1528944,0.1536446,0.1551252,0.155433,0.1563348,0.156528,0.1555065,0.1575113,0.1576852,0.1588567,0.1589663,0.1590459,0.1602251,0.160305,0.160475,0.1606717,0.1630162,0.1625549,0.1623193,0.1639366,0.162853,0.165381,0.1638703,0.1638,0.1659418,0.1641764,0.1646654,0.1656022,0.1662928,0.1663231,0.1667325,0.1677134,0.1684836,0.1688474,0.1690029,0.1695672,0.169185,0.168542,0.1703803,0.1701006,0.1720799,0.1700844,0.1715971,0.1714798,0.1720842,0.171966,0.1732451,0.1740568,0.174625,0.1733632,0.1736225,0.1746913,0.1761573,0.1757163,0.1757292,0.176208,0.1759941,0.1764478,0.1769525,0.1772181,0.1773156,0.1777616,0.1787474,0.1775588,0.178391,0.1793173,0.1794886,0.1791642,0.1795169,0.1807353,0.1805463,0.1812164,0.1808416,0.1811192,0.1813738,0.1817017,0.1825732,0.1824032,0.1816445,0.1835764,0.1833832,0.1837206,0.182563
713.5444,-0.00057734,-0.00050444,-0.00004705,0.00053448,-0.00041047,-0.00084529,0.0003513,0.04008566,0.05836256,0.06635238,0.07169916,0.07620517,0.0803367,0.083355,0.08596146,0.08876987,0.09176298,0.09445749,0.09609018,0.09792813,0.09900699,0.1022336,0.1037564,0.103899,0.10613,0.1078417,0.1090275,0.1099423,0.1115217,0.11354,0.1139943,0.1159231,0.1163402,0.1173454,0.1194263,0.1199771,0.1229291,0.1228199,0.1236435,0.1234277,0.1244857,0.1266487,0.1268227,0.1278973,0.1284464,0.1311219,0.1294197,0.1329009,0.1320769,0.1341098,0.1340646,0.1347991,0.1354623,0.1366713,0.1374543,0.1374011,0.139391,0.1390394,0.1392663,0.1417392,0.1411607,0.1408632,0.1425408,0.14239,0.1431271,0.144386,0.144798,0.144566,0.145292,0.1462743,0.1458766,0.147127,0.147144,0.1486634,0.1488074,0.1500682,0.1500439,0.1501764,0.1503565,0.1511699,0.1529759,0.1532899,0.1533902,0.1539533,0.1531068,0.1545752,0.1550772,0.1562289,0.1565674,0.1568968,0.1578711,0.1576785,0.158031,0.1581727,0.160115,0.1607725,0.1598796,0.1612311,0.1607224,0.1623056,0.1610675,0.1615684,0.1630542,0.1618252,0.1616833,0.1632432,0.1636909,0.1637591,0.164451,0.1651548,0.1655737,0.1661357,0.1663771,0.166512,0.1667449,0.1662681,0.1680018,0.1673668,0.1692629,0.1676438,0.1694909,0.1692892,0.1695118,0.1690418,0.1707347,0.1705605,0.1717852,0.1706734,0.1711233,0.172387,0.1733097,0.1729853,0.1728735,0.1731761,0.1733659,0.1739563,0.1738323,0.1745914,0.1745209,0.1751228,0.17584,0.1748486,0.1760405,0.176145,0.1768349,0.1764517,0.1770527,0.1779552,0.1772922,0.1786433,0.1783309,0.1787262,0.1783447,0.1790044,0.179319,0.1795445,0.1786757,0.1805123,0.1801315,0.1804617,0.1800509
717.4014,-0.00055189,-0.00004049,0.0001782,0.00011903,0.00000918,-0.00077703,0.00061796,0.03916485,0.05700186,0.06496526,0.06998355,0.07483312,0.07887904,0.08183789,0.08445777,0.08736449,0.0901173,0.09320708,0.09465493,0.09625693,0.09759635,0.1001958,0.1019823,0.1022895,0.1041768,0.1063272,0.1072537,0.1082169,0.109634,0.1119022,0.1120543,0.1144156,0.1152527,0.1154305,0.1172456,0.1186115,0.1209087,0.1207746,0.1215389,0.1218728,0.1226528,0.1248404,0.1251692,0.1263022,0.1265726,0.1290282,0.12774,0.1304373,0.1303417,0.1318854,0.131973,0.1329346,0.1340776,0.1351153,0.135816,0.135444,0.13755,0.1375031,0.1378852,0.1400471,0.138765,0.1388678,0.1404842,0.1404186,0.1412634,0.1428381,0.1433881,0.1428197,0.1436916,0.1444338,0.1441592,0.145319,0.1454352,0.1466329,0.1472586,0.1476632,0.1488012,0.1490013,0.1490869,0.149298,0.1510089,0.1517019,0.1516889,0.1519546,0.1513252,0.1529752,0.1532171,0.1545068,0.1543052,0.1549161,0.1559267,0.1558134,0.155866,0.156079,0.1577205,0.1590915,0.1579106,0.1594546,0.1593448,0.1601564,0.1593857,0.1597996,0.1610274,0.1602373,0.1602731,0.1611452,0.1612849,0.1616241,0.1626381,0.1630353,0.1631445,0.1638569,0.1642157,0.1639767,0.1644596,0.1646019,0.1657313,0.1647336,0.1668832,0.1656515,0.1673564,0.1669124,0.1675375,0.1671684,0.1686142,0.1679425,0.1688945,0.1683508,0.1688751,0.1697734,0.1708129,0.1706186,0.1701687,0.171028,0.1709059,0.1714703,0.1717494,0.1718475,0.1723686,0.1722473,0.1732923,0.1724583,0.1737178,0.1735886,0.1749315,0.1743268,0.1753709,0.1756974,0.1746029,0.1759756,0.1759184,0.1763617,0.1759195,0.1763701,0.1766514,0.1770336,0.1764092,0.177984,0.1774903,0.1780102,0.177374
721.2584,-0.00097672,0.00020449,0.00013458,-0.00004135,-0.00001415,-0.00080848,0.00042048,0.03788036,0.05564073,0.06379208,0.06827058,0.07342567,0.07730662,0.08020289,0.08315962,0.08558377,0.08848164,0.09144668,0.09272216,0.09435195,0.09608848,0.09812292,0.1001537,0.1006734,0.1024367,0.104394,0.1054842,0.1068423,0.1080343,0.1101446,0.1102314,0.1125977,0.1133071,0.1134001,0.1150427,0.1165051,0.1185536,0.1192482,0.1196155,0.1205818,0.1209199,0.123242,0.1232414,0.1245296,0.1244104,0.1269378,0.1256666,0.1283055,0.1288818,0.1296011,0.1294968,0.1307378,0.1318482,0.1325321,0.1336159,0.1333632,0.1350444,0.1353099,0.1360223,0.1380695,0.136661,0.137202,0.1385642,0.1382404,0.139024,0.1404835,0.1414641,0.1406491,0.1421073,0.142359,0.1421266,0.142694,0.1437211,0.1447935,0.1453492,0.1453896,0.14692,0.1471501,0.1476409,0.1475465,0.1482103,0.1493711,0.1498477,0.1499472,0.1492178,0.1509068,0.1508813,0.1524401,0.1519397,0.1521295,0.1537043,0.1535299,0.1532087,0.1536192,0.1550364,0.156657,0.1551826,0.1571448,0.1569895,0.157988,0.1567882,0.1571046,0.158643,0.1580536,0.1580202,0.1585028,0.1587551,0.1596878,0.1601989,0.1610727,0.1608416,0.1612044,0.1612798,0.1618093,0.1618164,0.1618787,0.162842,0.1621401,0.1647326,0.1628472,0.1648419,0.164126,0.165054,0.1648374,0.1659437,0.1655006,0.1665478,0.1657192,0.1662691,0.1670983,0.1683207,0.1676097,0.1679407,0.1684139,0.1687002,0.1687777,0.1694634,0.1691253,0.1699259,0.1689969,0.1704235,0.1696597,0.1711932,0.1712952,0.1722198,0.171529,0.1724672,0.1730849,0.1721489,0.1730732,0.1729876,0.1733604,0.173024,0.1733653,0.1742737,0.1745225,0.1741122,0.1752785,0.1749987,0.1757513,0.1750231
725.1154,-0.00137306,0.00004669,-0.00001216,0.00011569,-0.00021237,-0.00106852,-0.00007083,0.03655279,0.05379169,0.06221189,0.06662378,0.07163274,0.07512065,0.07854652,0.08115335,0.08362168,0.08632553,0.08926138,0.0906303,0.09246562,0.09386489,0.09613049,0.09813081,0.09843408,0.1009122,0.1017886,0.1032852,0.1046961,0.1062066,0.1076159,0.1080358,0.1106886,0.1106948,0.1113596,0.1130099,0.1141818,0.116071,0.1171021,0.1178368,0.1183055,0.118687,0.1211044,0.1207095,0.1221046,0.1218544,0.1243608,0.1232898,0.1258484,0.1260156,0.1275097,0.1272079,0.1281766,0.1289789,0.1295241,0.1309945,0.1309312,0.1318458,0.1325516,0.1334406,0.1356525,0.134371,0.1346011,0.1359766,0.1357579,0.1367396,0.1380769,0.1386687,0.1378659,0.1395198,0.1396016,0.1398299,0.1399891,0.1411705,0.1422846,0.1426379,0.1427659,0.143838,0.1441276,0.1447592,0.144586,0.1450123,0.1465758,0.1465362,0.1469446,0.1463772,0.1480336,0.148,0.1493063,0.1493243,0.1493739,0.1508016,0.1503557,0.1501358,0.1509044,0.1523749,0.1534646,0.1520574,0.1539374,0.1538057,0.1550776,0.1540806,0.1538113,0.1554911,0.1549509,0.1548347,0.1554606,0.1557814,0.1565999,0.1566999,0.1578833,0.1583613,0.1581701,0.1583813,0.1587834,0.1588734,0.1590406,0.1599471,0.1596829,0.1620568,0.1601812,0.1615134,0.1611092,0.162204,0.1618102,0.1631949,0.1629231,0.1637723,0.1627712,0.1632015,0.1645915,0.1656524,0.164566,0.1653121,0.1653277,0.1659815,0.1658068,0.1662165,0.16653,0.1668861,0.165485,0.16721,0.1669068,0.168316,0.1682394,0.1690851,0.1682148,0.1689612,0.1698892,0.1692796,0.1698353,0.1698096,0.1706852,0.1696292,0.1702401,0.1714467,0.1715194,0.1708666,0.1723405,0.1724169,0.1728189,0.1715256
728.9724,-0.00109773,0.00002064,-0.00011151,0.00024533,-0.00022684,-0.00108679,-0.00048475,0.03548876,0.05144175,0.06003881,0.0644472,0.06930584,0.07320545,0.07645,0.07881118,0.08149519,0.08409373,0.08658183,0.08835898,0.08991098,0.09134316,0.09377404,0.09496064,0.09608907,0.09811246,0.09906401,0.1006251,0.1018279,0.103366,0.1047956,0.1054861,0.1079391,0.1079421,0.1084852,0.1103154,0.1115954,0.1131808,0.1141367,0.1150942,0.114746,0.1156241,0.1181861,0.1181872,0.11912,0.1188048,0.1214982,0.1201793,0.1226914,0.1226787,0.1245013,0.1247498,0.1254074,0.1258471,0.1264418,0.1282703,0.1278311,0.1288197,0.1293665,0.1303008,0.1328716,0.131599,0.1315621,0.1330414,0.1329404,0.1337489,0.134674,0.1355827,0.1345699,0.1360769,0.1363368,0.1366921,0.1371068,0.1378088,0.1391927,0.1396256,0.1397705,0.1407686,0.1411355,0.1411799,0.1410697,0.1418145,0.1433197,0.1428873,0.1432278,0.1429675,0.1448045,0.1449708,0.1463612,0.1462286,0.14614,0.147207,0.1472288,0.1469622,0.1474399,0.1491743,0.1502041,0.148718,0.150284,0.1505177,0.1515784,0.1507921,0.1501644,0.1520568,0.1514366,0.1509645,0.1523312,0.1523922,0.1525989,0.1529657,0.1543933,0.1547861,0.1550211,0.1556314,0.1549376,0.1554537,0.1558534,0.1564346,0.1562545,0.1583887,0.1569524,0.157552,0.1580565,0.1584934,0.158354,0.1597513,0.1596542,0.1599028,0.1596328,0.159695,0.1609838,0.1622336,0.1611992,0.1613699,0.1614961,0.1622634,0.1625233,0.1621009,0.1629072,0.1630426,0.1621608,0.1635086,0.1631397,0.1645305,0.1637988,0.165251,0.1646291,0.1654217,0.1662085,0.1655068,0.1659211,0.1661322,0.1669911,0.1658942,0.1665229,0.1675214,0.1675411,0.1668556,0.1687431,0.1686193,0.1688759,0.1679426
732.8294,-0.00053141,0.00015152,-0.00010052,0.00031214,0.0000216,-0.00057185,-0.00011026,0.0340592,0.04947929,0.05789377,0.06231889,0.06674617,0.07088052,0.07378343,0.07622302,0.07909993,0.08188354,0.08386453,0.0851064,0.08739958,0.08870719,0.0908203,0.09220894,0.09371106,0.09506795,0.09625983,0.09773907,0.09947857,0.1004931,0.1019947,0.1025095,0.1045509,0.1049631,0.1054123,0.1073904,0.1087876,0.1102205,0.1110678,0.1115809,0.1116193,0.1125522,0.1150747,0.1152204,0.1156439,0.1161601,0.1184172,0.1171573,0.1193848,0.1196801,0.1211679,0.1215319,0.1217501,0.1224718,0.1233793,0.1250562,0.1243861,0.1260017,0.1261119,0.1268744,0.1293427,0.1282638,0.1283201,0.1294904,0.1296876,0.130348,0.1304951,0.1320003,0.1308973,0.1322709,0.1329373,0.1327609,0.1335034,0.1338358,0.1352304,0.1358391,0.1367368,0.1373879,0.1375656,0.1372699,0.1379714,0.1387648,0.1397631,0.1394813,0.1393764,0.1394937,0.1413307,0.1416754,0.1430215,0.1422351,0.1427652,0.1434553,0.1436363,0.1431549,0.1437838,0.1458135,0.1467659,0.1452376,0.1462017,0.1470753,0.1477259,0.1471059,0.1464646,0.1483179,0.1477356,0.1474293,0.1488346,0.1485381,0.1488341,0.1489947,0.1505643,0.1505283,0.1515311,0.1520379,0.1513389,0.15175,0.1520406,0.1529825,0.1516617,0.1539636,0.1532299,0.1536757,0.1546094,0.1540026,0.1546043,0.1555968,0.1557375,0.155873,0.1556392,0.1560718,0.1568025,0.1579618,0.1567904,0.1571392,0.1573912,0.1582651,0.1584289,0.1579225,0.1585382,0.1587917,0.1583364,0.1597961,0.1587787,0.160035,0.1595999,0.1610539,0.1606843,0.1617919,0.1620584,0.1616901,0.1618618,0.1621682,0.1625398,0.1617879,0.1624019,0.1629187,0.1632072,0.1633184,0.1645782,0.1638901,0.1645438,0.1638959
